Functional class,Parent Funcional class,Parent of parent Functional class,Economical class,Parent Economical class,Parent of parent Economical class,Date,Amount (1000 HUF)
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,12308
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,48921
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,2115
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,3022
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,126841
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,38 - Bérleti és lízing díjak,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,447
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,31801
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,42 - ebből államháztartáson belül K,41 - Közvetített szolgáltatások,45 - Szolgáltatási kiadások,2014-04-16,23522
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,5102
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,18825
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,47 - Reklám és propagandakiadások K,48 - Kiküldetések reklám és propagandakiadások,60 - Dologi kiadások,2014-04-16,734
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,57415
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,108409
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,5741
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,195 - Immateriális javak beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,155
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,452297
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,1899
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,17848
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,19814
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,42648
"091140 - Óvodai nevelés, ellátás működtetési feladatai",0911 - Óvodai nevelés,9 - Oktatás,207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,11515
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,178906
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,17286
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,4 - Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,2097
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1691
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,14184
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1746
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1284
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,14479
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,230
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,1848
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,51495
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,2525
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,1027
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,2559
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,16572
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,2628
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,3012
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,142854
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,38 - Bérleti és lízing díjak,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,653
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,27472
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,42 - ebből államháztartáson belül K,41 - Közvetített szolgáltatások,45 - Szolgáltatási kiadások,2014-04-16,1155
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,2284
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,9522
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,45771
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,2604
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,6845
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,163
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,1561
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,2313
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,22312
"091220 - Köznevelési intézmény 1-4. évfolyamán tanulók nevelésével, oktatásával összefüggő működtetési feladatok","0912 - Iskolai nevelés, oktatás az 1-4. évfolyamokon",0911 - Óvodai nevelés,207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,6025
